id;code;name;english_name;nhi_icd9cm_id
698;S01451A;右臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of right cheek and temporomandibular area, initial encounter;314
699;S01452A;左臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of left cheek and temporomandibular area, initial encounter;314
700;S01459A;未明示側性臉頰與顳骨下頜周圍開放性咬傷之初期照護;Open bite of unspecified cheek and temporomandibular area, initial encounter;314
701;S0180XA;頭部其他部位開放性傷口之初期照護;Unspecified open wound of other part of head, initial encounter;315
702;S0181XA;頭部其他部位撕裂傷未伴有異物之初期照護;Laceration without foreign body of other part of head, initial encounter;315
703;S0183XA;頭部其他部位穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of other part of head, initial encounter;315
704;S0185XA;頭部其他部位開放性咬傷之初期照護;Open bite of other part of head, initial encounter;315
705;A4852;傷口性肉毒桿菌病;Wound botulism;316
706;S0192XA;頭部未明示部位撕裂傷伴有異物之初期照護;Laceration with foreign body of unspecified part of head, initial encounter;316
707;S0194XA;頭部未明示部位穿刺傷伴有異物之初期照護;Puncture wound with foreign body of unspecified part of head, initial encounter;316
708;A4852;傷口性肉毒桿菌病;Wound botulism;317
709;S01421A;右臉頰與顳骨下頜周圍撕裂傷伴有異物之初期照護;Laceration with foreign body of right cheek and temporomandibular area, initial encounter;317
710;S01422A;左臉頰與顳骨下頜周圍撕裂傷伴有異物之初期照護;Laceration with foreign body of left cheek and temporomandibular area, initial encounter;317
711;S01429A;未明示側性臉頰與顳骨下頜周圍撕裂傷伴有異物之初期照護;Laceration with foreign body of unspecified cheek and temporomandibular area, initial encounter;317
712;S01441A;右臉頰與顳骨下頜周圍穿刺傷伴有異物之初期照護;Puncture wound with foreign body of right cheek and temporomandibular area, initial encounter;317
713;S01442A;左臉頰與顳骨下頜周圍穿刺傷伴有異物之初期照護;Puncture wound with foreign body of left cheek and temporomandibular area, initial encounter;317
714;S01449A;未明示側性臉頰與顳骨下頜周圍穿刺傷伴有異物之初期照護;Puncture wound with foreign body of unspecified cheek and temporomandibular area, initial encounter;317
715;A4852;傷口性肉毒桿菌病;Wound botulism;318
716;S0182XA;頭部其他部位撕裂傷伴有異物之初期照護;Laceration with foreign body of other part of head, initial encounter;318
717;S0184XA;頭部其他部位穿刺傷伴有異物之初期照護;Puncture wound with foreign body of other part of head, initial encounter;318
718;A4852;傷口性肉毒桿菌病;Wound botulism;319
719;S01521A;唇撕裂傷伴有異物之初期照護;Laceration with foreign body of lip, initial encounter;319
720;S01541A;唇穿刺傷伴有異物之初期照護;Puncture wound with foreign body of lip, initial encounter;319
721;A4852;傷口性肉毒桿菌病;Wound botulism;320
722;S0182XA;頭部其他部位撕裂傷伴有異物之初期照護;Laceration with foreign body of other part of head, initial encounter;320
723;S0184XA;頭部其他部位穿刺傷伴有異物之初期照護;Puncture wound with foreign body of other part of head, initial encounter;320
724;A4852;傷口性肉毒桿菌病;Wound botulism;321
725;S0182XA;頭部其他部位撕裂傷伴有異物之初期照護;Laceration with foreign body of other part of head, initial encounter;321
726;S0184XA;頭部其他部位穿刺傷伴有異物之初期照護;Puncture wound with foreign body of other part of head, initial encounter;321
727;S01502A;口腔開放性傷口之初期照護;Unspecified open wound of oral cavity, initial encounter;322
728;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;322
729;S01532A;口腔穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of oral cavity, initial encounter;322
730;S01552A;口腔開放性咬傷之初期照護;Open bite of oral cavity, initial encounter;322
731;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;323
732;S01532A;口腔穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of oral cavity, initial encounter;323
733;S01552A;口腔開放性咬傷之初期照護;Open bite of oral cavity, initial encounter;323
734;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;324
735;S01532A;口腔穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of oral cavity, initial encounter;324
736;S01552A;口腔開放性咬傷之初期照護;Open bite of oral cavity, initial encounter;324
737;K0381;裂齒;Cracked tooth;325
738;S025XXA;牙齒閉鎖性骨折(外傷性)之初期照護;Fracture of tooth (traumatic), initial encounter for closed fracture;325
739;S025XXB;牙齒開放性骨折(外傷性)之初期照護;Fracture of tooth (traumatic), initial encounter for open fracture;325
740;S032XXA;牙齒脫位之初期照護;Dislocation of tooth, initial encounter;325
741;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;326
742;S01532A;口腔穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of oral cavity, initial encounter;326
743;S01552A;口腔開放性咬傷之初期照護;Open bite of oral cavity, initial encounter;326
744;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;327
745;S01532A;口腔穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of oral cavity, initial encounter;327
746;S01552A;口腔開放性咬傷之初期照護;Open bite of oral cavity, initial encounter;327
747;S01512A;口腔撕裂傷未伴有異物之初期照護;Laceration without foreign body of oral cavity, initial encounter;328
748;A4852;傷口性肉毒桿菌病;Wound botulism;329
749;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;329
750;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;329
751;A4852;傷口性肉毒桿菌病;Wound botulism;330
752;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;330
753;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;330
754;A4852;傷口性肉毒桿菌病;Wound botulism;331
755;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;331
756;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;331
757;A4852;傷口性肉毒桿菌病;Wound botulism;332
758;K0381;裂齒;Cracked tooth;332
759;S025XXA;牙齒閉鎖性骨折(外傷性)之初期照護;Fracture of tooth (traumatic), initial encounter for closed fracture;332
760;S025XXB;牙齒開放性骨折(外傷性)之初期照護;Fracture of tooth (traumatic), initial encounter for open fracture;332
761;A4852;傷口性肉毒桿菌病;Wound botulism;333
762;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;333
763;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;333
764;A4852;傷口性肉毒桿菌病;Wound botulism;334
765;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;334
766;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;334
767;A4852;傷口性肉毒桿菌病;Wound botulism;335
768;S01522A;口腔撕裂傷伴有異物之初期照護;Laceration with foreign body of oral cavity, initial encounter;335
769;S01542A;口腔穿刺傷伴有異物之初期照護;Puncture wound with foreign body of oral cavity, initial encounter;335
770;S0190XA;頭部未明示部位開放性傷口之初期照護;Unspecified open wound of unspecified part of head, initial encounter;336
771;S0191XA;頭部未明示部位撕裂傷未伴有異物之初期照護;Laceration without foreign body of unspecified part of head, initial encounter;336
772;S0193XA;頭部未明示部位穿刺傷未伴有異物之初期照護;Puncture wound without foreign body of unspecified part of head, initial encounter;336
773;S0195XA;頭部未明示部位開放性咬傷之初期照護;Open bite of unspecified part of head, initial encounter;336
774;S0889XA;頭部其他部位創傷性截斷之初期照護;Traumatic amputation of other parts of head, initial encounter;336
775;S0912XA;頭部肌肉及肌腱裂傷之初期照護;Laceration of muscle and tendon of head, initial encounter;336
776;S098XXA;頭部其他特定損傷之初期照護;Other specified injuries of head, initial encounter;336
777;S0990XA;頭部損傷之初期照護;Unspecified injury of head, initial encounter;336
778;A4852;傷口性肉毒桿菌病;Wound botulism;337
779;S0192XA;頭部未明示部位撕裂傷伴有異物之初期照護;Laceration with foreign body of unspecified part of head, initial encounter;337
780;S0194XA;頭部未明示部位穿刺傷伴有異物之初期照護;Puncture wound with foreign body of unspecified part of head, initial encounter;337
781;S0195XA;頭部未明示部位開放性咬傷之初期照護;Open bite of unspecified part of head, initial encounter;337
782;S020XXS;顱骨穹窿骨折之後遺症;Fracture of vault of skull, sequela;338
783;S0210XS;顱骨底部骨折之後遺症;Unspecified fracture of base of skull, sequela;338
784;S02110S;枕骨髁第I型骨折之後遺症;Type I occipital condyle fracture, sequela;338
785;S02111S;枕骨髁第II型骨折之後遺症;Type II occipital condyle fracture, sequela;338
786;S02112S;枕骨髁第III型骨折之後遺症;Type III occipital condyle fracture, sequela;338
787;S02113S;未明示枕骨髁骨折之後遺症;Unspecified occipital condyle fracture, sequela;338
788;S02118S;枕骨其他骨折之後遺症;Other fracture of occiput, sequela;338
789;S02119S;枕骨骨折之後遺症;Unspecified fracture of occiput, sequela;338
790;S0219XS;顱骨底部其他骨折之後遺症;Other fracture of base of skull, sequela;338
791;S022XXS;鼻骨骨折之後遺症;Fracture of nasal bones, sequela;338
792;S023XXS;眶底骨折之後遺症;Fracture of orbital floor, sequela;338
793;S02400S;顱骨骨折之後期影響;Malar fracture unspecified, sequela;338
794;S02401S;上頷骨骨折之後期影響;Maxillary fracture, unspecified, sequela;338
795;S02402S;顱骨骨折之後期影響;Zygomatic fracture, unspecified, sequela;338
796;S02411S;李霍氏I型骨折之後遺症;LeFort I fracture, sequela;338
797;S02412S;李霍氏II型骨折之後遺症;LeFort II fracture, sequela;338
798;S02413S;李霍氏III型骨折之後遺症;LeFort III fracture, sequela;338
799;S0242XS;上頷齒槽骨折之後遺症;Fracture of alveolus of maxilla, sequela;338
800;S025XXS;牙齒骨折(外傷性)之後遺症;Fracture of tooth (traumatic), sequela;338
801;S02600S;下頷體未明示部位骨折之後遺症;Fracture of unspecified part of body of mandible, sequela;338
802;S02609S;下頷骨未明示部位骨折之後遺症;Fracture of mandible, unspecified, sequela;338
803;S0261XS;下頷骨髁狀突骨折之後遺症;Fracture of condylar process of mandible, sequela;338
804;S0262XS;下頷骨下髁骨折之後遺症;Fracture of subcondylar process of mandible, sequela;338
805;S0263XS;下頷骨喙狀突骨折之後遺症;Fracture of coronoid process of mandible, sequela;338
806;S0264XS;下頷骨枝骨折之後遺症;Fracture of ramus of mandible, sequela;338
807;S0265XS;頷角骨折之後遺症;Fracture of angle of mandible, sequela;338
808;S0266XS;下頷骨聯合體骨折之後遺症;Fracture of symphysis of mandible, sequela;338
809;S0267XS;下頷骨齒槽骨折之後遺症;Fracture of alveolus of mandible, sequela;338
810;S0269XS;下頷骨其他特定部位骨折之後遺症;Fracture of mandible of other specified site, sequela;338
811;S028XXS;其他特定部位顱骨及顏面骨之後遺症;Fractures of other specified skull and facial bones, sequela;338
812;S0291XS;顱骨骨折之後遺症;Unspecified fracture of skull, sequela;338
813;S0292XS;顏面骨骨折之後遺症;Unspecified fracture of facial bones, sequela;338
814;S01401S;右臉頰與顳骨下頜周圍開放性傷口之後遺症;Unspecified open wound of right cheek and temporomandibular area, sequela;339
815;S01402S;左臉頰與顳骨下頜周圍開放性傷口之後遺症;Unspecified open wound of left cheek and temporomandibular area, sequela;339
816;S01409S;未明示側性臉頰與顳骨下頜周圍開放性傷口之後遺症;Unspecified open wound of unspecified cheek and temporomandibular area, sequela;339
817;S01411S;右臉頰與顳骨下頜周圍撕裂傷未伴有異物之後遺症;Laceration without foreign body of right cheek and temporomandibular area, sequela;339
818;S01412S;左臉頰與顳骨下頜周圍撕裂傷未伴有異物之後遺症;Laceration without foreign body of left cheek and temporomandibular area, sequela;339
819;S01419S;未明示側性臉頰與顳骨下頜周圍撕裂傷未伴有異物之後遺症;Laceration without foreign body of unspecified cheek and temporomandibular area, sequela;339
820;S01421S;右臉頰與顳骨下頜周圍撕裂傷伴有異物之後遺症;Laceration with foreign body of right cheek and temporomandibular area, sequela;339
821;S01422S;左臉頰與顳骨下頜周圍撕裂傷伴有異物之後遺症;Laceration with foreign body of left cheek and temporomandibular area, sequela;339
822;S01429S;未明示側性臉頰與顳骨下頜周圍撕裂傷伴有異物之後遺症;Laceration with foreign body of unspecified cheek and temporomandibular area, sequela;339
823;S01431S;右臉頰與顳骨下頜周圍穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of right cheek and temporomandibular area, sequela;339
824;S01432S;左臉頰與顳骨下頜周圍穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of left cheek and temporomandibular area, sequela;339
825;S01439S;未明示側性臉頰與顳骨下頜周圍穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of unspecified cheek and temporomandibular area, sequela;339
826;S01441S;右臉頰與顳骨下頜周圍穿刺傷伴有異物之後遺症;Puncture wound with foreign body of right cheek and temporomandibular area, sequela;339
827;S01442S;左臉頰與顳骨下頜周圍穿刺傷伴有異物之後遺症;Puncture wound with foreign body of left cheek and temporomandibular area, sequela;339
828;S01449S;未明示側性臉頰與顳骨下頜周圍穿刺傷伴有異物之後遺症;Puncture wound with foreign body of unspecified cheek and temporomandibular area, sequela;339
829;S01451S;右臉頰與顳骨下頜周圍開放性咬傷之後遺症;Open bite of right cheek and temporomandibular area, sequela;339
830;S01452S;左臉頰與顳骨下頜周圍開放性咬傷之後遺症;Open bite of left cheek and temporomandibular area, sequela;339
831;S01459S;未明示側性臉頰與顳骨下頜周圍開放性咬傷之後遺症;Open bite of unspecified cheek and temporomandibular area, sequela;339
832;S01501S;唇開放性傷口之後遺症;Unspecified open wound of lip, sequela;339
833;S01502S;口腔開放性傷口之後遺症;Unspecified open wound of oral cavity, sequela;339
834;S01511S;唇撕裂傷未伴有異物之後遺症;Laceration without foreign body of lip, sequela;339
835;S01512S;口腔撕裂傷未伴有異物之後遺症;Laceration without foreign body of oral cavity, sequela;339
836;S01521S;唇撕裂傷伴有異物之後遺症;Laceration with foreign body of lip, sequela;339
837;S01522S;口腔撕裂傷伴有異物之後遺症;Laceration with foreign body of oral cavity, sequela;339
838;S01531S;唇穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of lip, sequela;339
839;S01532S;口腔穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of oral cavity, sequela;339
840;S01541S;唇穿刺傷伴有異物之後遺症;Puncture wound with foreign body of lip, sequela;339
841;S01542S;口腔穿刺傷伴有異物之後遺症;Puncture wound with foreign body of oral cavity, sequela;339
842;S01551S;唇開放性咬傷之後遺症;Open bite of lip, sequela;339
843;S01552S;口腔開放性咬傷之後遺症;Open bite of oral cavity, sequela;339
844;S0180XS;頭部其他部位開放性傷口之後遺症;Unspecified open wound of other part of head, sequela;339
845;S0181XS;頭部其他部位撕裂傷未伴有異物之後遺症;Laceration without foreign body of other part of head, sequela;339
846;S0182XS;頭部其他部位撕裂傷伴有異物之後遺症;Laceration with foreign body of other part of head, sequela;339
847;S0183XS;頭部其他部位穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of other part of head, sequela;339
848;S0184XS;頭部其他部位穿刺傷伴有異物之後遺症;Puncture wound with foreign body of other part of head, sequela;339
849;S0185XS;頭部其他部位開放性咬傷之後遺症;Open bite of other part of head, sequela;339
850;S0190XS;頭部未明示部位開放性傷口之後遺症;Unspecified open wound of unspecified part of head, sequela;339
851;S0191XS;頭部未明示部位撕裂傷未伴有異物之後遺症;Laceration without foreign body of unspecified part of head, sequela;339
852;S0192XS;頭部未明示部位撕裂傷伴有異物之後遺症;Laceration with foreign body of unspecified part of head, sequela;339
853;S0193XS;頭部未明示部位穿刺傷未伴有異物之後遺症;Puncture wound without foreign body of unspecified part of head, sequela;339
854;S0194XS;頭部未明示部位穿刺傷伴有異物之後遺症;Puncture wound with foreign body of unspecified part of head, sequela;339
855;S0195XS;頭部未明示部位開放性咬傷之後遺症;Open bite of unspecified part of head, sequela;339
856;S032XXS;牙齒脫位之後遺症;Dislocation of tooth, sequela;339
857;S00502S;口腔表淺損傷之後遺症;Unspecified superficial injury of oral cavity, sequela;340
858;S00511S;唇擦傷之後遺症;Abrasion of lip, sequela;340
859;S00512S;口腔擦傷之後遺症;Abrasion of oral cavity, sequela;340
860;S00521S;唇水泡(非熱性)之後遺症;Blister (nonthermal) of lip, sequela;340
861;S00522S;口腔水泡(非熱性)之後遺症;Blister (nonthermal) of oral cavity, sequela;340
862;S00541S;唇外在攣縮之後遺症;External constriction of lip, sequela;340
863;S00542S;口腔外在攣縮之後遺症;External constriction of oral cavity, sequela;340
864;S00551S;唇 表淺性異物之後遺症;Superficial foreign body of lip, sequela;340
865;S00552S;口腔 表淺性異物之後遺症;Superficial foreign body of oral cavity, sequela;340
866;S00561S;唇昆蟲叮咬(無毒性)之後遺症;Insect bite (nonvenomous) of lip, sequela;340
867;S00562S;口腔昆蟲叮咬(無毒性)之後遺症;Insect bite (nonvenomous) of oral cavity, sequela;340
868;S00571S;唇其他表淺性叮咬之後遺症;Other superficial bite of lip, sequela;340
869;S00572S;口腔其他表淺性叮咬之後遺症;Other superficial bite of oral cavity, sequela;340
870;S00511A;唇擦傷之初期照護;Abrasion of lip, initial encounter;341
871;S00512A;口腔擦傷之初期照護;Abrasion of oral cavity, initial encounter;341
872;S00521A;唇水泡(非熱性)之初期照護;Blister (nonthermal) of lip, initial encounter;342
873;S00522A;口腔水泡(非熱性)之初期照護;Blister (nonthermal) of oral cavity, initial encounter;342
874;S00561A;唇昆蟲叮咬(無毒性)之初期照護;Insect bite (nonvenomous) of lip, initial encounter;343
875;S00562A;口腔昆蟲叮咬(無毒性)之初期照護;Insect bite (nonvenomous) of oral cavity, initial encounter;343
876;S00551A;唇 表淺性異物之初期照護;Superficial foreign body of lip, initial encounter;344
877;S00552A;口腔 表淺性異物之初期照護;Superficial foreign body of oral cavity, initial encounter;344
878;S00501A;唇表淺損傷之初期照護;Unspecified superficial injury of lip, initial encounter;345
879;S00502A;口腔表淺損傷之初期照護;Unspecified superficial injury of oral cavity, initial encounter;345
880;S00541A;唇外在攣縮之初期照護;External constriction of lip, initial encounter;345
881;S00542A;口腔外在攣縮之初期照護;External constriction of oral cavity, initial encounter;345
882;S00571A;唇其他表淺性叮咬之初期照護;Other superficial bite of lip, initial encounter;345
883;S00572A;口腔其他表淺性叮咬之初期照護;Other superficial bite of oral cavity, initial encounter;345
884;T180XXA;異物在口腔之初期照護;Foreign body in mouth, initial encounter;346
885;T280XXA;口及咽燒傷之初期照護;Burn of mouth and pharynx, initial encounter;347
886;T285XXA;口及咽腐蝕傷之初期照護;Corrosion of mouth and pharynx, initial encounter;347
887;S0430XA;未明示側性三叉神經損傷之初期照護;Injury of trigeminal nerve, unspecified side, initial encounter;348
888;S0431XA;右側三叉神經損傷之初期照護;Injury of trigeminal nerve, right side, initial encounter;348
889;S0432XA;左側三叉神經損傷之初期照護;Injury of trigeminal nerve, left side, initial encounter;348
890;S0450XA;未明示側性顏面神經損傷之初期照護;Injury of facial nerve, unspecified side, initial encounter;349
891;S0451XA;右側顏面神經損傷之初期照護;Injury of facial nerve, right side, initial encounter;349
892;S0452XA;左側顏面神經損傷之初期照護;Injury of facial nerve, left side, initial encounter;349
893;Z965;存有牙（齒）根及下顎植入物;Presence of tooth-root and mandibular implants;350
