id,nhi_code,nhi_mandarin,update_date,version
2926,65031B,鼻中膈穿孔縫合術,109/10/05,1
2927,65032B,鼻中膈造形術,109/10/05,1
2928,65033C,一般鼻甲黏膜切除術,109/10/05,1
2929,65034B,鼻成形術,109/10/05,1
2930,65035B,翼管神經切除術,109/10/05,1
2931,65036B,鼻腫瘤切除並植皮,109/10/05,1
2932,65037B,前額竇切除術,109/10/05,1
2933,65038B,上頷骨切除術 － 部份,109/10/05,1
2934,65039B,上頷骨切除術 － 全部,109/10/05,1
2935,65040B,經軟顎鼻咽探查術,109/10/05,1
2936,65041B,鼻內惡性腫瘤切除術,109/10/05,1
2937,65042B,後鼻孔閉鎖症開放術,109/10/05,1
2938,65043B,上頷篩竇骨蝶骨根本手術,109/10/05,1
2939,65044B,腫瘤切除從額竇,109/10/05,1
2940,65045B,腫瘤切除從上額竇,109/10/05,1
2941,65046B,腫瘤切除從篩竇,109/10/05,1
2942,65047B,鼻後孔成形術 － 經鼻,109/10/05,1
2943,65048B,鼻後孔成形術 － 經口,109/10/05,1
2944,65049B,Denker's 手術,109/10/05,1
2945,65050B,鼻咽腫瘤切除術,109/10/05,1
2946,65051B,Killian 手術 （額竇前壁切除術）,109/10/05,1
2947,65052B,蝶竇手術,109/10/05,1
2948,65053B,鼻與顎囊腫切除,109/10/05,1
2949,65054B,經鼻鼻後孔閉塞修補,109/10/05,1
2950,65055B,經鼻中膈鼻後孔閉塞修補,109/10/05,1
2951,65056B,經上顎鼻後孔閉塞修補,109/10/05,1
2952,65057B,顱顏合併手術,109/10/05,1
2953,65058B,脫手套法正中顏面手術併顏面骨復位術,109/10/05,1
2954,65059B,鼻骨折開放性復位,109/10/05,1
2955,65060B,經外側篩竇切除修補腦脊髓液鼻漏,109/10/05,1
2956,65063B,內視鏡功能鼻竇手術 － 單側,109/10/05,1
2957,65064B,內視鏡功能鼻竇手術 － 雙側,109/10/05,1
2958,65065B,經外側前額竇及篩竇切除術,109/10/05,1
2959,65066B,經外側前額竇及篩竇切除術及粘膜骨膜瓣重建術,109/10/05,1
2960,65067B,前額竇骨成形術,109/10/05,1
2961,65068B,前額竇骨成形術及脂肪填塞,109/10/05,1
2962,65069B,前額竇開窗術,109/10/05,1
2963,65070B,鼻鈕扣放置術,109/10/05,1
2964,65071B,側鼻切開腫瘤摘除術併顏面骨復位術,109/10/05,1
2965,65072B,鼻雷射手術,109/10/05,1
2966,65074C,黏膜下透熱法,109/10/05,1
2967,65075B,副咽腫瘤 － 經下顎骨切開,109/10/05,1
2968,65076B,脫手套法正中顏面手術不合併顏面骨復位術,109/10/05,1
2969,65077B,側鼻切開腫瘤摘除術不合併顏面骨復位術,109/10/05,1
2970,65078B,內視鏡修正式Lothrop手術,109/10/05,1
2971,66,孕婦乙型鏈球菌篩檢(醫療院所),109/10/05,1
2972,66002B,單純性喉直達鏡並做聲帶或會厭軟骨腫瘤切除或剝去,109/10/05,1
2973,66003B,聲帶內 Teflon 注射,109/10/05,1
2974,66004B,喉成形術 － 單純性,109/10/05,1
2975,66005B,喉成形術 － 複雜性,109/10/05,1
2976,66006B,氣管永久造孔術,109/10/05,1
2977,66007B,喉軟骨整形術 － 單純性,109/10/05,1
2978,66008B,喉軟骨整形術 － 複雜性,109/10/05,1
2979,66009B,喉切開術,109/10/05,1
2980,66012B,全喉切除術不含頸淋巴腺根除術,109/10/05,1
2981,66013B,全喉切除術併行頸淋巴腺根除術,109/10/05,1
2982,66014B,全喉切除術同時併行氣管食道分路手術,109/10/05,1
2983,66015B,水平式喉部份切除術,109/10/05,1
2984,66016B,垂直式（側方或前方）喉部份切除術,109/10/05,1
2985,66017B,頸淋巴腺根除術,109/10/05,1
2986,66018B,杓狀軟骨截除術或杓狀軟骨固定術,109/10/05,1
2987,66019B,經內視鏡做杓狀軟骨切除,109/10/05,1
2988,66020B,聲帶上部份喉切除術,109/10/05,1
2989,66021B,氣管膺復重建,109/10/05,1
2990,66022B,喉膺復重建,109/10/05,1
2991,66023B,喉咽切除術,109/10/05,1
2992,66024B,機能性喉頭軟骨整形術－兩型性,109/10/05,1
2993,66025B,懸壅顎咽成形術,109/10/05,1
2994,66026B,環咽肌切開術,109/10/05,1
2995,66028B,氣管造口整形術,109/10/05,1
2996,66029B,甲狀舌骨囊腫切除,109/10/05,1
2997,66030B,腮弓囊腫切除,109/10/05,1
2998,66031C,喉部腫瘤雷射手術,109/10/05,1
2999,66032B,複雜性喉直達鏡並做聲帶或會厭軟骨腫瘤切除或剝去,109/10/05,1
3000,67,孕婦產前檢查-乙型鏈球菌培養篩檢(助產所),109/10/05,1
3001,67001B,胸壁切除術(小於十公分),109/10/05,1
3002,67002B,開胸探查術,109/10/05,1
3003,67003B,胸骨或肋骨骨折開放復位手術,109/10/05,1
3004,67004B,經胸迷走神經切斷術,109/10/05,1
3005,67005B,胸腺切除術,109/10/05,1
3006,67006C,密閉式引流術,109/10/05,1
3007,67007B,開放式引流術,109/10/05,1
3008,67008B,簡單胸廓擴創術 <十公分,109/10/05,1
3009,67009B,探查式肺切開術,109/10/05,1
3010,67010B,肺單元切除術,109/10/05,1
3011,67011B,肺楔狀或部份切除術,109/10/05,1
3012,67012C,氣管、支氣管、細支氣管異物除去術 － 氣管鏡,109/10/05,1
3013,67013B,氣管支氣管傷修補術,109/10/05,1
3014,67014B,氣管支氣管再造術,109/10/05,1
3015,67015B,胸壁切除術及肌肉移植術,109/10/05,1
3016,67016B,胸腔成形術合併肌肉移植或人工網膜修補術,109/10/05,1
3017,67019B,肺膜剝脫術,109/10/05,1
3018,67020B,胸膜內( 外 )肺鬆解術（剝離術）,109/10/05,1
3019,67022B,全肺切除及胸廓成形術或支氣管成形術,109/10/05,1
3020,67023B,一葉肺葉切除,109/10/05,1
3021,67024B,肺全切除術,109/10/05,1
3022,67025B,球填充術,109/10/05,1
3023,67026B,空洞成形術,109/10/05,1
3024,67027B,支氣管廔管閉鎖術,109/10/05,1
3025,67028B,肺合併臟器切除,109/10/05,1
3026,67029B,肺袖式切除,109/10/05,1
3027,67030B,重次開胸手術,109/10/05,1
3028,67031B,門脈減壓術,109/10/05,1
3029,67032B,氣管、支氣管、細支氣管異物除去術 － 開胸術,109/10/05,1
3030,67033B,支氣管鏡併做腫瘤切(摘)除,109/10/05,1
3031,67034B,胸膜固定(黏合)術,109/10/05,1
3032,67035B,肺膿瘍切開術,109/10/05,1
3033,67036B,先天性凹凸胸矯正術,109/10/05,1
3034,67037B,支氣管內擴張術,109/10/05,1
3035,67038B,胸壁切除術(≧十公分),109/10/05,1
3036,67039B,惡性腫瘤胸壁切除,109/10/05,1
3037,67040B,廣泛性胸腺切除,109/10/05,1
3038,67041B,複雜胸廓擴創術 ≧十公分,109/10/05,1
3039,67042B,二葉肺葉切除,109/10/05,1
3040,67043B,簡單凹凸胸矯正術 (<六根),109/10/05,1
3041,67044B,複雜凹凸胸矯正術 (≧六根),109/10/05,1
3042,67045B,成人凹凸胸矯正術,109/10/05,1
3043,67046C,氣管內腔置管術,109/10/05,1
3044,67047B,胸腔鏡肺膜剝脫術,109/10/05,1
3045,67048B,胸腔鏡肋膜黏合術,109/10/05,1
3046,67049B,胸腔鏡全肺切除術,109/10/05,1
3047,67050B,胸腔鏡肺葉切除術,109/10/05,1
3048,67051B,胸腔鏡肺楔狀或部分切除術,109/10/05,1
3049,67052B,胸腔鏡胸管結紮術,109/10/05,1
3050,67053B,胸腔鏡肺分葉切除術,109/10/05,1
3051,67054B,胸腔鏡肺葉袖形切除術,109/10/05,1
3052,67055B,納氏胸廓異常矯正術,109/10/05,1
3053,68,早產住院安胎者住院期間執行孕婦乙型鏈球菌篩檢,109/10/05,1
3054,68001B,探查性心包膜切開術,109/10/05,1
3055,68002B,心包膜穿刺放液術,109/10/05,1
3056,68003B,心包膜切除術,109/10/05,1
3057,68005B,心臟縫補術,109/10/05,1
3058,68006B,探查性開心術：包括移除異物,109/10/05,1
3059,68007B,人工A.S.D. Blalock-Hanlon 法,109/10/05,1
3060,68008B,人工A.S.D.Rashkind法,109/10/05,1
3061,68009B,人工 A.S.D.血流進口阻斷法,109/10/05,1
3062,68010B,心內腫瘤切除及繞道手術,109/10/05,1
3063,68011B,經胸切開術裝置或置換永久性心內節律器及心肌電極,109/10/05,1
3064,68012B,插入或置換永久性節律器—單導線,109/10/05,1
3065,68013B,經靜脈插入暫時性電極,109/10/05,1
3066,68015B,瓣膜成形術,109/10/05,1
3067,68016B,主動脈瓣或二尖瓣或三尖瓣之置換手術,109/10/05,1
3068,68017B,兩個瓣膜換置,109/10/05,1
3069,68018B,三個瓣膜換置,109/10/05,1
3070,68019B,心室動脈瘤之修補,109/10/05,1
3071,68020B,A.S.D. 修補,109/10/05,1
3072,68021B,心內膜墊缺陷之修補手術,109/10/05,1
3073,68022B,Valsalva-sinus 廔管之修補手術,109/10/05,1
3074,68023B,冠狀動脈繞道手術 － 一條血管,109/10/05,1
3075,68024B,冠狀動脈繞道手術 － 二條血管,109/10/05,1
3076,68025B,冠狀動脈繞道手術 － 三條血管,109/10/05,1
3077,68026B,腔靜脈回流右心房異常之修補手術,109/10/05,1
3078,68027B,室中隔缺損(VSD)修補手術,109/10/05,1
3079,68028B,四合群症之修補(T.F),109/10/05,1
3080,68029B,二尖瓣擴張術,109/10/05,1
3081,68030B,心內膜切片,109/10/05,1
3082,68031B,心外膜切片,109/10/05,1
3083,68032B,主動脈轉位症手術,109/10/05,1
3084,68034B,心臟摘取,109/10/05,1
3085,68035B,心臟植入,109/10/05,1
3086,68036B,體外循環維生系統(ECMO)建立(第一次),109/10/05,1
3087,68037B,肺臟移稙 － 單肺,109/10/05,1
3088,68038B,肺臟摘取,109/10/05,1
3089,68039B,四合群症之繞道手術,109/10/05,1
3090,68040B,經導管主動脈瓣膜置換術,109/10/05,1
3091,68041B,插入或置換永久性節律器—多導線,109/10/05,1
3092,68042B,右心室至肺動脈心導管連接術(萊斯特利術式),109/10/05,1
3093,68043B,A型急性主動脈剝離術,109/10/05,1
3094,68044A,經皮移除心臟內電極導線,109/10/05,1
3095,68047B,肺臟移稙 － 雙肺，連續性或同時性,109/10/05,1
3096,68048B,經皮穿腔心臟中膈肌切除術,109/10/05,1
3097,68049B,胸腔鏡心包膜開窗術,109/10/05,1
3098,68050B,心房切割隔間之不整脈手術,109/10/05,1
3099,68051B,心室輔助裝置植入,109/10/05,1
3100,68052B,體外心肺循環,109/10/05,1
3101,68053B,冠狀動脈繞道手術 － 四條血管,109/10/05,1
3102,68054B,冠狀動脈繞道手術 － 五條血管,109/10/05,1
3103,68055B,冠狀動脈繞道手術 － 六條血管,109/10/05,1
3104,68056B,心房-肺動脈迴路成形術,109/10/05,1
3105,68057B,經導管肺動脈瓣膜置換術,109/10/05,1
3106,69,(醫療院所)孕婦產前檢查之B型肝炎血清標誌檢驗HBsAG及 HBeAG,109/10/05,1
3107,69001B,動脈栓塞物切除術,109/10/05,1
3108,69002B,經動脈導管之栓塞物切除術,109/10/05,1
3109,69003B,靜脈血栓切除術,109/10/05,1
3110,69004B,動脈內膜切除術,109/10/05,1
3111,69005B,血管探查,109/10/05,1
3112,69006C,血液透析用之血管插管（自靜脈到靜脈）,109/10/05,1
3113,69007B,動靜脈之血管插管：Scribner型,109/10/05,1
3114,69008B,血管吻合術,109/10/05,1
3115,69009B,動脈縫合,109/10/05,1
3116,69010B,頸動脈之結紮,109/10/05,1
3117,69011B,股靜脈結紮,109/10/05,1
3118,69012B,下腹動脈結紮後分離（用於產後大出血或骨盆出血）,109/10/05,1
3119,69013B,長隱靜脈於隱－股交接處的結紮和分離,109/10/05,1
3120,69014B,長或短隱靜脈的結紮，分離和完全剝出 － 單側,109/10/05,1
3121,69015B,長或短隱靜脈的結紮，分離和完全剝出 －雙側,109/10/05,1
3122,69016B,長及短隱靜脈的結紮，分離和完全剝出 － 單側,109/10/05,1
3123,69017B,長及短隱靜脈的結紮，分離和完全剝出 － 雙側,109/10/05,1
3124,69018B,頸靜脈結紮,109/10/05,1
3125,69019B,根除性筋膜下剝出(如Luinton法)有或無皮膚移植,109/10/05,1
3126,69020B,小隱靜脈在隱－膝膕靜脈交接處的結紮和分離,109/10/05,1
3127,69021C,其他小靜脈曲張之縫合，結紮或剝除,109/10/05,1
3128,69022B,肺動脈栓塞切除術,109/10/05,1
3129,69023B,頸 (肢體）動靜廔管之切除移植及直接修補，右繞道手術,109/10/05,1
3130,69024B,胸（腹）部動靜廔管之切除移植及直接修補手術 — 升主動脈,109/10/05,1
3131,69025B,肺動脈結紮,109/10/05,1
3132,69026B,主動脈 － 肺動脈開窗之修補手術,109/10/05,1
3133,69027B,主動脈狹窄之修補,109/10/05,1
3134,69028B,頸動脈體瘤切除術,109/10/05,1
3135,69029B,術後出血或栓塞探查術 － 頸部,109/10/05,1
3136,69030B,術後出血或栓塞探查術 － 胸部,109/10/05,1
3137,69031B,存開性動脈導管手術,109/10/05,1
3138,69032C,末稍血管修補及吻合術,109/10/05,1
3139,69033B,肺動脈瓣氣球擴張術,109/10/05,1
3140,69034C,動靜脈造廔術合併人工血管使用(兩處吻合),109/10/05,1
3141,69035B,主動脈根部術（含主動脈瓣置換或保留）,109/10/05,1
3142,69036B,胸（腹）部動靜廔管之切除移植及直接修補手術 — 主動脈弓,109/10/05,1
3143,69037B,胸（腹）部動靜廔管之切除移植及直接修補手術 — 降主動脈,109/10/05,1
3144,69038C,末稍血管修補及吻合術併血管移植,109/10/05,1
3145,69039B,內頸靜脈切開，永久導管放置術,109/10/05,1
3146,69040B,子宮動脈結紮與分離,109/10/05,1
3147,70,(助產所)孕婦產前檢查之B型肝炎血清標誌檢驗HBsAG及HBeAG,109/10/05,1
3148,70001B,脾臟切除術,109/10/05,1
3149,70002B,脾臟修補術,109/10/05,1
3150,70003B,部份脾切除術,109/10/05,1
3151,70004B,自體脾再植,109/10/05,1
3152,70005B,脾腎靜脈分流術（包含脾摘除）,109/10/05,1
3153,70006B,腹腔鏡脾切除術,109/10/05,1
3154,70201C,淋巴腺活體切片,109/10/05,1
3155,70202C,結核性淋巴腺炎廔管切除 － 淺部,109/10/05,1
3156,70203B,結核性淋巴腺炎廔管切除 － 深部,109/10/05,1
3157,70204B,腋下淋巴腺腫切除術,109/10/05,1
3158,70205B,標準腋下淋巴廓清術,109/10/05,1
3159,70206C,腹股溝淋巴腺腫切除術,109/10/05,1
3160,70207B,根除性腹股溝淋巴切除術,109/10/05,1
3161,70208B,骨盆腔淋巴腺切除術,109/10/05,1
3162,70209B,後腹膜腔淋巴腺切除術,109/10/05,1
3163,70210B,髖鼠蹊部淋巴根除術 － 單側,109/10/05,1
3164,70211B,髖鼠蹊部淋巴根除術 － 雙側,109/10/05,1
3165,70212B,淋巴囊腫去除術,109/10/05,1
3166,70213B,根除性淋巴切除術(肺葉切除或全肺切除時),109/10/05,1
3167,70214B,縱膈腔或胸腔內淋巴根除術,109/10/05,1
3168,70401B,良性簡單縱膈腔腫瘤切除(<五公分),109/10/05,1
3169,70402B,縱膈膜切開術,109/10/05,1
3170,70403B,由胸部穿過肋膜進入取出異物,109/10/05,1
3171,70404B,橫膈摺疊術,109/10/05,1
3172,70405B,經由腹腔之橫膈赫尼亞之修補,109/10/05,1
3173,70406B,經胸廓進入橫膈赫尼亞之修補,109/10/05,1
3174,70407B,外傷性急性橫膈赫尼亞之修補,109/10/05,1
3175,70408B,由頸部進入縱膈腔切開術合併探查或引流,109/10/05,1
3176,70409B,由胸部進入縱膈腔切開術合併探查或引流,109/10/05,1
3177,70410B,由胸骨切開進入縱膈腔切開術合併探查或引流,109/10/05,1
3178,70411B,由頸部進入取出異物,109/10/05,1
3179,70412B,由胸骨切開進入取出異物,109/10/05,1
3180,70413B,由胸腹部合併進入橫膈赫尼亞之修補,109/10/05,1
3181,70414B,良性複雜縱膈腔腫瘤切除(≧五公分),109/10/05,1
3182,70415B,惡性縱膈腔腫瘤切除,109/10/05,1
3183,70416B,胸腔鏡縱膈腔腫瘤切除術(<五公分),109/10/05,1
3184,70417B,胸腔鏡縱膈腔腫瘤切除術(≧五公分),109/10/05,1
3185,70418B,腹腔鏡Nissen氏胃摺疊術,109/10/05,1
3186,71,兒童預防保健服務 補助時程:出生至二個月第一次 建議年齡:一個月,109/10/05,1
3187,71001B,口腔或口咽腫瘤切除,109/10/05,1
3188,71002C,蝦蟆腫切開術,109/10/05,1
3189,71003C,蝦蟆腫切除術,109/10/05,1
3190,71004B,舌部份／楔狀切除術,109/10/05,1
3191,71005C,舌修補術,109/10/05,1
3192,71006C,顎扁桃摘出術,109/10/05,1
3193,71007C,舌扁桃切除術,109/10/05,1
3194,71008C,咽扁桃切除術,109/10/05,1
3195,71009C,冷凍扁桃腺手術,109/10/05,1
3196,71010B,下頷腺切除術,109/10/05,1
3197,71011C,口腔黏膜切片,109/10/05,1
3198,71012B,口腔或口咽腫瘤切除，並頸淋巴腺根除術,109/10/05,1
3199,71013B,舌癌摘出術，包括淋巴節切除及頸部清除術,109/10/05,1
3200,71014B,舌骨上區清除術,109/10/05,1
3201,71015B,耳下腺腫瘤切除術,109/10/05,1
3202,71016B,舌半切除術,109/10/05,1
3203,71017B,舌全切除術,109/10/05,1
3204,71018B,內上頷動脈結紮,109/10/05,1
3205,71019B,腮腺切除術，全葉摘除,109/10/05,1
3206,71020B,腮腺切除術，切除,109/10/05,1
3207,71021B,口腔底部整體切除術,109/10/05,1
3208,71022B,口腔複合性切除術,109/10/05,1
3209,71023B,深頸部切開引流術,109/10/05,1
3210,71201B,食道肌切開術,109/10/05,1
3211,71202B,食道憩窒切除術,109/10/05,1
3212,71203C,食道內腔置管術,109/10/05,1
3213,71204B,食道胃底改道術,109/10/05,1
3214,71205B,食道胃底吻合術,109/10/05,1
3215,71206B,食道胃改道術,109/10/05,1
3216,71207B,逆行食道擴張術,109/10/05,1
3217,71208B,食道、胃廔管縫合術,109/10/05,1
3218,71209B,食道切除術,109/10/05,1
3219,71210B,食道切除再造術,109/10/05,1
3220,71211B,食道切開術,109/10/05,1
3221,71212B,食道瘤及囊腫切除術,109/10/05,1
3222,71213B,食道再造術--以胃管重建,109/10/05,1
3223,71214B,食道裂傷修補術,109/10/05,1
3224,71215B,一般性食道癌摘除術（含淋巴節清掃),109/10/05,1
3225,71216B,"食道靜脈瘤曲張結紮, 經胸或經腹",109/10/05,1
3226,71217B,"食道靜脈瘤曲張結紮, 脾臟切除併近心端胃血管去除－ 經胸",109/10/05,1
3227,71218B,食道靜脈瘤曲張結紮，脾臟切除併近心端胃血管去除－經腹,109/10/05,1
3228,71219B,胃食道內管留置（胃賁門癌或食道癌）,109/10/05,1
3229,71220B,食道再造術--以大腸重建,109/10/05,1
3230,71221B,食道再造術--以小腸重建,109/10/05,1
3231,71222B,複雜性食道癌摘除術（含淋巴節清掃),109/10/05,1
3232,71223B,胸腔鏡食道瘤及囊腫切除術,109/10/05,1
3233,71224B,胸腔鏡食道切除術,109/10/05,1
3234,71225B,胸腔鏡或腹腔鏡食道肌肉切開術,109/10/05,1
3235,72,兒童預防保健服務 補助時程:二至四個月第二次 建議年齡:二至三個月,109/10/05,1
3236,72001B,胃切開術 － 探查性,109/10/05,1
3237,72002B,胃切開術 － 異物移除,109/10/05,1
3238,72003B,幽門肌肉切開術  (Fredet-Ramstedt  型手術）,109/10/05,1
3239,72006B,胃潰瘍或腫瘤的局部切除,109/10/05,1
3240,72007B,胃全部切除術,109/10/05,1
3241,72008B,胃造廔術及幽門成形術,109/10/05,1
3242,72009B,次全或半胃切除術及胃十二指腸吻合術－無迷走神經切除,109/10/05,1
3243,72010B,次全或半胃切除術 －伴有迷走神經切除,109/10/05,1
3244,72011B,迷走神經切斷術加幽門成形術,109/10/05,1
3245,72012B,幽門成形術,109/10/05,1
3246,72013B,胃十二指腸造口吻合術,109/10/05,1
3247,72014B,胃空腸造口吻合術,109/10/05,1
3248,72015B,胃小腸造口吻合術,109/10/05,1
3249,72016B,胃空腸造口吻合術（伴有迷走神經切斷術）,109/10/05,1
3250,72017C,胃造口術,109/10/05,1
3251,72018B,十二指腸縫合術（十二指腸潰瘍穿孔的縫合）,109/10/05,1
3252,72019B,胃縫合術（胃潰瘍穿孔及胃部傷口的縫合）,109/10/05,1
3253,72020B,胃十二指腸造口再修正併或不併迷走神經切除,109/10/05,1
3254,72021B,胃切除後因出血而再剖開,109/10/05,1
3255,72022C,胃造口閉口,109/10/05,1
3256,72023B,十二指腸造口術,109/10/05,1
3257,72024B,十二指腸腫瘤切除,109/10/05,1
3258,72025B,十二指腸憩室切除或內翻,109/10/05,1
3259,72026B,十二指腸瘻管閉合,109/10/05,1
3260,72027B,十二指腸阻塞,109/10/05,1
3261,72028B,高度選擇性迷走神經切斷術,109/10/05,1
3262,72029B,迷走神經切斷術,109/10/05,1
3263,72030B,胃賁門及食道切除再造術,109/10/05,1
3264,72031B,胃全部切除術併行脾或部份胰切除,109/10/05,1
3265,72032B,全胃切除及淋巴清除及腸胃重建,109/10/05,1
3266,72033B,胃空腸造口再修正,109/10/05,1
3267,72034B,殘留胃竇切除術,109/10/05,1
3268,72035B,胃隔間術,109/10/05,1
3269,72036B,經十二指腸括約肌成形術,109/10/05,1
3270,72037B,胃折疊術,109/10/05,1
3271,72038B,胃固定術(胃扭結),109/10/05,1
3272,72039B,消化道華達壺腹切開術,109/10/05,1
3273,72040B,抗胃食道逆流術,109/10/05,1
3274,72041B,腹腔鏡胃隔間手術,109/10/05,1
3275,72042B,胃切開術－ 潰瘍縫合及止血,109/10/05,1
3276,72043B,次全或半胃切除術及胃空腸吻合術－無迷走神經切除,109/10/05,1
3277,72044B,次全或半胃切除術及胃空腸吻合術  Roux-en-Y 型－無迷走神經切除,109/10/05,1
3278,72045C,腹腔鏡胃造廔術,109/10/05,1
3279,72046B,95% 胃切除及淋巴清除及腸胃重建,109/10/05,1
3280,72047B,次全胃切除及淋巴清除及腸胃重建,109/10/05,1
3281,72048B,腹腔鏡胃亞全切除術,109/10/05,1
3282,72049B,腹腔鏡胃迷走神經切斷術合併引流術,109/10/05,1
3283,72050B,內視鏡黏膜切除術,109/10/05,1
3284,73,兒童預防保健服務 補助時程:四至十個月第三次 建議年齡:四至九個月,109/10/05,1
3285,73001B,腸粘連分離術,109/10/05,1
3286,73002B,腸粘連分離術－ 併行腸減壓,109/10/05,1
3287,73003B,腸粘連分離術－ 併有腸切除及吻合,109/10/05,1
3288,73004B,腸外置術（Mikulicz切除）,109/10/05,1
3289,73005B,腸套疊之還原,109/10/05,1
3290,73006B,腸套疊還原及腸切除和吻合,109/10/05,1
3291,73007B,腸套疊還原及腸造口或結腸造口,109/10/05,1
3292,73008B,良性腸病灶切除術,109/10/05,1
3293,73009B,邁克氏憩室切除術,109/10/05,1
3294,73010B,小腸切除術加吻合術,109/10/05,1
3295,73011B,結腸部份切除術加吻合術,109/10/05,1
3296,73012B,根治性半結腸切除術加吻合術，升結腸,109/10/05,1
3297,73013B,降結腸或乙狀結腸切除術加吻合術,109/10/05,1
3298,73014B,降結腸或乙狀結腸切除術併行吻合術及淋巴節清掃,109/10/05,1
3299,73015B,結腸全切或次全切除術 - 良性,109/10/05,1
3300,73017B,結腸全切除術併行直腸切除術及迴腸造口,109/10/05,1
3301,73018B,單純性結腸造口或腸造口矯正,109/10/05,1
3302,73020C,蹄形小腸或結腸造瘻管關閉,109/10/05,1
3303,73022B,腸造口術(包括結腸、空腸、永久性小腸),109/10/05,1
3304,73023B,小腸瘻管關閉術－小腸與皮膚,109/10/05,1
3305,73024B,小腸瘻管關閉術－小腸與結腸（或與小腸）,109/10/05,1
3306,73025B,小腸瘻管關閉術－其他器官或包括合併症,109/10/05,1
3307,73026B,結腸廔管關閉術 － 結腸與皮膚,109/10/05,1
3308,73027B,結腸廔管關閉術 － 胃與結腸(不包括胃切除),109/10/05,1
3309,73028B,結腸廔管關閉術 － 胃與結腸(包括胃切除),109/10/05,1
3310,73029B,結腸廔管關閉術 － 結腸與其他器官或合併症,109/10/05,1
3311,73030B,腸吻合術 －小腸與小腸（十二指腸）吻合術,109/10/05,1
3312,73031B,腸吻合術 － 迴腸與結腸吻合術，有間路法,109/10/05,1
3313,73032B,腸吻合術 － 由小腸閉鎖或狹窄引起,109/10/05,1
3314,73033B,小腸穿孔縫補術,109/10/05,1
3315,73034B,腸系膜之縫合及修補,109/10/05,1
3316,73035B,小腸瘜肉切除術,109/10/05,1
3317,73036B,小腸折瘻術,109/10/05,1
3318,73037B,管腸造口或管盲腸造口,109/10/05,1
3319,73038B,迴腸結腸吻合處切開及重建術,109/10/05,1
3320,73039B,經由剖腹術行小腸或結腸造瘻管關閉及吻合,109/10/05,1
3321,73040B,迴腸尿液引流袋修正術,109/10/05,1
3322,73041B,腸反逆流合術,109/10/05,1
3323,73042B,複雜性（進入腹腔） 結腸造口或腸造口矯正,109/10/05,1
3324,73043B,腹腔鏡腸粘連剝離術,109/10/05,1
3325,73044B,腹腔鏡空腸造廔術,109/10/05,1
3326,73045B,經腹腔鏡右側大腸切除術加吻合術,109/10/05,1
3327,73046B,經腹腔鏡乙狀結腸切除術加吻合術 - 良性,109/10/05,1
3328,73047B,結腸全切或次全切除術 - 惡性,109/10/05,1
3329,73048B,經腹腔鏡乙狀結腸切除術加吻合術 - 惡性,109/10/05,1
3330,73049B,小腸移植術,109/10/05,1
3331,73050B,屍體小腸摘取術,109/10/05,1
3332,74001B,闌尾膿瘍之引流,109/10/05,1
3333,74002B,闌尾切除術,109/10/05,1
3334,74003B,闌尾瘻管關閉,109/10/05,1
3335,74004B,腹腔鏡闌尾切除術,109/10/05,1
3336,74201C,直腸周圍膿腫之切開引流,109/10/05,1
3337,74202C,直腸活體組織切片,109/10/05,1
3338,74203C,直腸裂傷或損傷之修補,109/10/05,1
3339,74204B,直腸固定術,109/10/05,1
3340,74205B,根治性直腸切除術 (含骨盆腔淋巴腺切除術),109/10/05,1
3341,74206B,Hartmann 氏直腸手術 - 良性,109/10/05,1
3342,74207C,經直腸大腸息肉切除術,109/10/05,1
3343,74208B,直腸脫出根治手術（經會陰接近及吻合）,109/10/05,1
3344,74209B,直腸脫出手術（腹部接近）,109/10/05,1
3345,74210B,薦骨與尾骨腫瘤切除，良性,109/10/05,1
3346,74211B,直腸上皮絨毛腺腫廣泛性切除術或癌症局部切除,109/10/05,1
3347,74212B,直腸狹窄整形術,109/10/05,1
3348,74213B,復原性直腸切除以及直腸、肛門吻合術,109/10/05,1
3349,74214B,復原性大腸直腸切除迴腸儲存袋以及迴腸肛門吻合術,109/10/05,1
3350,74215B,直腸膀胱廔管切除術,109/10/05,1
3351,74216B,直腸癌腹部會陰聯合切除術,109/10/05,1
3352,74217B,乙狀結腸及直腸切除後 Pull through 方法行直腸肛門吻合術,109/10/05,1
3353,74219B,經尾骨由直腸後部切開行良性病灶切除方法,109/10/05,1
3354,74220B,經尾骨由直腸後部切開行直腸癌切除方法,109/10/05,1
3355,74222B,乙狀結腸及直腸切除後 Pull through 方法行結腸造袋及結腸袋肛門吻合術,109/10/05,1
3356,74223B,Hartmann氏直腸手術 - 惡性,109/10/05,1
3357,74401C,皮下廔管切開術或切除術,109/10/05,1
3358,74402C,肛門括約肌切開術,109/10/05,1
3359,74403C,肛門裂縫切除術或潰瘍切除術,109/10/05,1
3360,74404C,隱窩切除術 － 單一,109/10/05,1
3361,74405C,隱窩切除術 － 多數,109/10/05,1
3362,74406C,外痔完全切除術,109/10/05,1
3363,74407C,內外痔部份切除術,109/10/05,1
3364,74408C,肛門乳突切除術 － 單一,109/10/05,1
3365,74409C,肛門乳突切除術 － 多數,109/10/05,1
3366,74410C,內外痔完全切除術,109/10/05,1
3367,74411C,肛門廔切除或切開術併痔瘡切除,109/10/05,1
3368,74412C,外痔血栓切除,109/10/05,1
